filename;left;top
pdp10ki10_size=1900_sw_REPEAT_down_on.png;859; 763
pdp10ki10_size=1900_sw_REPEAT_down_off.png;859; 764
pdp10ki10_size=1900_sw_REPEAT_up_on.png;859; 760
pdp10ki10_size=1900_sw_REPEAT_up_off.png;859; 760
pdp10ki10_size=1900_sw_STOP_NXM_down_on.png;815; 762
pdp10ki10_size=1900_sw_STOP_NXM_down_off.png;816; 763
pdp10ki10_size=1900_sw_STOP_NXM_up_on.png;816; 759
pdp10ki10_size=1900_sw_STOP_NXM_up_off.png;815; 759
pdp10ki10_size=1900_sw_STOP_PAR_down_on.png;774; 762
pdp10ki10_size=1900_sw_STOP_PAR_down_off.png;775; 763
pdp10ki10_size=1900_sw_STOP_PAR_up_on.png;773; 760
pdp10ki10_size=1900_sw_STOP_PAR_up_off.png;773; 759
pdp10ki10_size=1900_sw_SINGLE_PULSER_down_on.png;730; 763
pdp10ki10_size=1900_sw_SINGLE_PULSER_down_off.png;730; 763
pdp10ki10_size=1900_sw_SINGLE_PULSER_up_on.png;730; 760
pdp10ki10_size=1900_sw_SINGLE_PULSER_up_off.png;730; 760
pdp10ki10_size=1900_sw_SINGLE_INST_down_on.png;687; 763
pdp10ki10_size=1900_sw_SINGLE_INST_down_off.png;687; 764
pdp10ki10_size=1900_sw_SINGLE_INST_up_on.png;685; 761
pdp10ki10_size=1900_sw_SINGLE_INST_up_off.png;686; 760
pdp10ki10_size=1900_sw_DATA_LOAD_down_on.png;1738; 684
pdp10ki10_size=1900_sw_DATA_LOAD_down_off.png;1739; 684
pdp10ki10_size=1900_sw_DATA_LOAD_up_on.png;1737; 681
pdp10ki10_size=1900_sw_DATA_LOAD_up_off.png;1737; 680
pdp10ki10_size=1900_sw_DATA_CLEAR_down_on.png;1695; 684
pdp10ki10_size=1900_sw_DATA_CLEAR_down_off.png;1695; 684
pdp10ki10_size=1900_sw_DATA_CLEAR_up_on.png;1694; 681
pdp10ki10_size=1900_sw_DATA_CLEAR_up_off.png;1693; 681
pdp10ki10_size=1900_sw_DATA35_down_on.png;1633; 684
pdp10ki10_size=1900_sw_DATA35_down_off.png;1633; 684
pdp10ki10_size=1900_sw_DATA35_up_on.png;1633; 681
pdp10ki10_size=1900_sw_DATA35_up_off.png;1632; 681
pdp10ki10_size=1900_sw_DATA34_down_on.png;1589; 684
pdp10ki10_size=1900_sw_DATA34_down_off.png;1589; 684
pdp10ki10_size=1900_sw_DATA34_up_on.png;1589; 681
pdp10ki10_size=1900_sw_DATA34_up_off.png;1589; 681
pdp10ki10_size=1900_sw_DATA33_down_on.png;1546; 683
pdp10ki10_size=1900_sw_DATA33_down_off.png;1546; 684
pdp10ki10_size=1900_sw_DATA33_up_on.png;1545; 680
pdp10ki10_size=1900_sw_DATA33_up_off.png;1546; 680
pdp10ki10_size=1900_sw_DATA32_down_on.png;1502; 684
pdp10ki10_size=1900_sw_DATA32_down_off.png;1502; 684
pdp10ki10_size=1900_sw_DATA32_up_on.png;1502; 680
pdp10ki10_size=1900_sw_DATA32_up_off.png;1503; 681
pdp10ki10_size=1900_sw_DATA31_down_on.png;1460; 683
pdp10ki10_size=1900_sw_DATA31_down_off.png;1460; 683
pdp10ki10_size=1900_sw_DATA31_up_on.png;1460; 680
pdp10ki10_size=1900_sw_DATA31_up_off.png;1461; 680
pdp10ki10_size=1900_sw_DATA30_down_on.png;1418; 683
pdp10ki10_size=1900_sw_DATA30_down_off.png;1418; 683
pdp10ki10_size=1900_sw_DATA30_up_on.png;1417; 680
pdp10ki10_size=1900_sw_DATA30_up_off.png;1417; 679
pdp10ki10_size=1900_sw_DATA29_down_on.png;1375; 683
pdp10ki10_size=1900_sw_DATA29_down_off.png;1375; 683
pdp10ki10_size=1900_sw_DATA29_up_on.png;1374; 680
pdp10ki10_size=1900_sw_DATA29_up_off.png;1374; 679
pdp10ki10_size=1900_sw_DATA28_down_on.png;1332; 683
pdp10ki10_size=1900_sw_DATA28_down_off.png;1332; 683
pdp10ki10_size=1900_sw_DATA28_up_on.png;1333; 679
pdp10ki10_size=1900_sw_DATA28_up_off.png;1332; 679
pdp10ki10_size=1900_sw_DATA27_down_on.png;1288; 684
pdp10ki10_size=1900_sw_DATA27_down_off.png;1288; 683
pdp10ki10_size=1900_sw_DATA27_up_on.png;1288; 680
pdp10ki10_size=1900_sw_DATA27_up_off.png;1289; 680
pdp10ki10_size=1900_sw_DATA26_down_on.png;1245; 683
pdp10ki10_size=1900_sw_DATA26_down_off.png;1246; 683
pdp10ki10_size=1900_sw_DATA26_up_on.png;1245; 680
pdp10ki10_size=1900_sw_DATA26_up_off.png;1245; 680
pdp10ki10_size=1900_sw_DATA25_down_on.png;1203; 683
pdp10ki10_size=1900_sw_DATA25_down_off.png;1202; 683
pdp10ki10_size=1900_sw_DATA25_up_on.png;1202; 680
pdp10ki10_size=1900_sw_DATA25_up_off.png;1203; 679
pdp10ki10_size=1900_sw_DATA24_down_on.png;1160; 683
pdp10ki10_size=1900_sw_DATA24_down_off.png;1159; 683
pdp10ki10_size=1900_sw_DATA24_up_on.png;1159; 680
pdp10ki10_size=1900_sw_DATA24_up_off.png;1160; 680
pdp10ki10_size=1900_sw_DATA23_down_on.png;1116; 683
pdp10ki10_size=1900_sw_DATA23_down_off.png;1117; 683
pdp10ki10_size=1900_sw_DATA23_up_on.png;1116; 680
pdp10ki10_size=1900_sw_DATA23_up_off.png;1116; 680
pdp10ki10_size=1900_sw_DATA22_down_on.png;1073; 683
pdp10ki10_size=1900_sw_DATA22_down_off.png;1073; 684
pdp10ki10_size=1900_sw_DATA22_up_on.png;1074; 680
pdp10ki10_size=1900_sw_DATA22_up_off.png;1074; 680
pdp10ki10_size=1900_sw_DATA21_down_on.png;1030; 684
pdp10ki10_size=1900_sw_DATA21_down_off.png;1030; 684
pdp10ki10_size=1900_sw_DATA21_up_on.png;1031; 680
pdp10ki10_size=1900_sw_DATA21_up_off.png;1030; 679
pdp10ki10_size=1900_sw_DATA20_down_on.png;988; 683
pdp10ki10_size=1900_sw_DATA20_down_off.png;988; 683
pdp10ki10_size=1900_sw_DATA20_up_on.png;988; 679
pdp10ki10_size=1900_sw_DATA20_up_off.png;989; 679
pdp10ki10_size=1900_sw_DATA19_down_on.png;944; 683
pdp10ki10_size=1900_sw_DATA19_down_off.png;945; 683
pdp10ki10_size=1900_sw_DATA19_up_on.png;945; 679
pdp10ki10_size=1900_sw_DATA19_up_off.png;945; 680
pdp10ki10_size=1900_sw_DATA18_down_on.png;902; 683
pdp10ki10_size=1900_sw_DATA18_down_off.png;902; 683
pdp10ki10_size=1900_sw_DATA18_up_on.png;902; 679
pdp10ki10_size=1900_sw_DATA18_up_off.png;902; 679
pdp10ki10_size=1900_sw_DATA17_down_on.png;859; 683
pdp10ki10_size=1900_sw_DATA17_down_off.png;859; 683
pdp10ki10_size=1900_sw_DATA17_up_on.png;858; 680
pdp10ki10_size=1900_sw_DATA17_up_off.png;858; 679
pdp10ki10_size=1900_sw_DATA16_down_on.png;816; 683
pdp10ki10_size=1900_sw_DATA16_down_off.png;816; 684
pdp10ki10_size=1900_sw_DATA16_up_on.png;816; 680
pdp10ki10_size=1900_sw_DATA16_up_off.png;816; 680
pdp10ki10_size=1900_sw_DATA15_down_on.png;772; 682
pdp10ki10_size=1900_sw_DATA15_down_off.png;773; 683
pdp10ki10_size=1900_sw_DATA15_up_on.png;772; 680
pdp10ki10_size=1900_sw_DATA15_up_off.png;773; 679
pdp10ki10_size=1900_sw_DATA14_down_on.png;731; 683
pdp10ki10_size=1900_sw_DATA14_down_off.png;731; 684
pdp10ki10_size=1900_sw_DATA14_up_on.png;730; 680
pdp10ki10_size=1900_sw_DATA14_up_off.png;730; 680
pdp10ki10_size=1900_sw_DATA13_down_on.png;687; 683
pdp10ki10_size=1900_sw_DATA13_down_off.png;688; 683
pdp10ki10_size=1900_sw_DATA13_up_on.png;687; 680
pdp10ki10_size=1900_sw_DATA13_up_off.png;688; 680
pdp10ki10_size=1900_sw_DATA12_down_on.png;645; 683
pdp10ki10_size=1900_sw_DATA12_down_off.png;645; 684
pdp10ki10_size=1900_sw_DATA12_up_on.png;644; 679
pdp10ki10_size=1900_sw_DATA12_up_off.png;644; 679
pdp10ki10_size=1900_sw_DATA11_down_on.png;602; 684
pdp10ki10_size=1900_sw_DATA11_down_off.png;603; 684
pdp10ki10_size=1900_sw_DATA11_up_on.png;601; 681
pdp10ki10_size=1900_sw_DATA11_up_off.png;601; 680
pdp10ki10_size=1900_sw_DATA10_down_on.png;560; 683
pdp10ki10_size=1900_sw_DATA10_down_off.png;560; 683
pdp10ki10_size=1900_sw_DATA10_up_on.png;559; 679
pdp10ki10_size=1900_sw_DATA10_up_off.png;559; 680
pdp10ki10_size=1900_sw_DATA09_down_on.png;517; 683
pdp10ki10_size=1900_sw_DATA09_down_off.png;517; 683
pdp10ki10_size=1900_sw_DATA09_up_on.png;517; 680
pdp10ki10_size=1900_sw_DATA09_up_off.png;516; 679
pdp10ki10_size=1900_sw_DATA08_down_on.png;474; 683
pdp10ki10_size=1900_sw_DATA08_down_off.png;475; 683
pdp10ki10_size=1900_sw_DATA08_up_on.png;474; 680
pdp10ki10_size=1900_sw_DATA08_up_off.png;474; 680
pdp10ki10_size=1900_sw_DATA07_down_on.png;432; 683
pdp10ki10_size=1900_sw_DATA07_down_off.png;432; 683
pdp10ki10_size=1900_sw_DATA07_up_on.png;431; 680
pdp10ki10_size=1900_sw_DATA07_up_off.png;431; 680
pdp10ki10_size=1900_sw_DATA06_down_on.png;390; 684
pdp10ki10_size=1900_sw_DATA06_down_off.png;389; 684
pdp10ki10_size=1900_sw_DATA06_up_on.png;388; 680
pdp10ki10_size=1900_sw_DATA06_up_off.png;388; 680
pdp10ki10_size=1900_sw_DATA05_down_on.png;346; 683
pdp10ki10_size=1900_sw_DATA05_down_off.png;346; 683
pdp10ki10_size=1900_sw_DATA05_up_on.png;344; 680
pdp10ki10_size=1900_sw_DATA05_up_off.png;345; 680
pdp10ki10_size=1900_sw_DATA04_down_on.png;303; 683
pdp10ki10_size=1900_sw_DATA04_down_off.png;303; 683
pdp10ki10_size=1900_sw_DATA04_up_on.png;302; 680
pdp10ki10_size=1900_sw_DATA04_up_off.png;302; 680
pdp10ki10_size=1900_sw_DATA03_down_on.png;260; 683
pdp10ki10_size=1900_sw_DATA03_down_off.png;260; 684
pdp10ki10_size=1900_sw_DATA03_up_on.png;259; 680
pdp10ki10_size=1900_sw_DATA03_up_off.png;259; 680
pdp10ki10_size=1900_sw_DATA02_down_on.png;218; 684
pdp10ki10_size=1900_sw_DATA02_down_off.png;218; 684
pdp10ki10_size=1900_sw_DATA02_up_on.png;216; 680
pdp10ki10_size=1900_sw_DATA02_up_off.png;217; 680
pdp10ki10_size=1900_sw_DATA01_down_on.png;177; 684
pdp10ki10_size=1900_sw_DATA01_down_off.png;176; 685
pdp10ki10_size=1900_sw_DATA01_up_on.png;173; 680
pdp10ki10_size=1900_sw_DATA01_up_off.png;174; 681
pdp10ki10_size=1900_sw_DATA00_down_on.png;132; 684
pdp10ki10_size=1900_sw_DATA00_down_off.png;133; 684
pdp10ki10_size=1900_sw_DATA00_up_on.png;130; 681
pdp10ki10_size=1900_sw_DATA00_up_off.png;130; 681
pdp10ki10_size=1900_sw_ADDRESS_LOAD_down_on.png;1733; 604
pdp10ki10_size=1900_sw_ADDRESS_LOAD_down_off.png;1734; 605
pdp10ki10_size=1900_sw_ADDRESS_LOAD_up_on.png;1733; 601
pdp10ki10_size=1900_sw_ADDRESS_LOAD_up_off.png;1734; 601
pdp10ki10_size=1900_sw_ADDRESS_CLEAR_down_on.png;1689; 605
pdp10ki10_size=1900_sw_ADDRESS_CLEAR_down_off.png;1688; 605
pdp10ki10_size=1900_sw_ADDRESS_CLEAR_up_on.png;1690; 601
pdp10ki10_size=1900_sw_ADDRESS_CLEAR_up_off.png;1690; 601
pdp10ki10_size=1900_sw_ADDRESS35_down_on.png;1629; 604
pdp10ki10_size=1900_sw_ADDRESS35_down_off.png;1629; 604
pdp10ki10_size=1900_sw_ADDRESS35_up_on.png;1629; 600
pdp10ki10_size=1900_sw_ADDRESS35_up_off.png;1629; 600
pdp10ki10_size=1900_sw_ADDRESS34_down_on.png;1587; 605
pdp10ki10_size=1900_sw_ADDRESS34_down_off.png;1587; 605
pdp10ki10_size=1900_sw_ADDRESS34_up_on.png;1587; 601
pdp10ki10_size=1900_sw_ADDRESS34_up_off.png;1587; 601
pdp10ki10_size=1900_sw_ADDRESS33_down_on.png;1544; 604
pdp10ki10_size=1900_sw_ADDRESS33_down_off.png;1544; 604
pdp10ki10_size=1900_sw_ADDRESS33_up_on.png;1544; 601
pdp10ki10_size=1900_sw_ADDRESS33_up_off.png;1544; 601
pdp10ki10_size=1900_sw_ADDRESS32_down_on.png;1501; 604
pdp10ki10_size=1900_sw_ADDRESS32_down_off.png;1502; 605
pdp10ki10_size=1900_sw_ADDRESS32_up_on.png;1502; 601
pdp10ki10_size=1900_sw_ADDRESS32_up_off.png;1502; 601
pdp10ki10_size=1900_sw_ADDRESS31_down_on.png;1458; 605
pdp10ki10_size=1900_sw_ADDRESS31_down_off.png;1459; 605
pdp10ki10_size=1900_sw_ADDRESS31_up_on.png;1458; 601
pdp10ki10_size=1900_sw_ADDRESS31_up_off.png;1459; 601
pdp10ki10_size=1900_sw_ADDRESS30_down_on.png;1415; 604
pdp10ki10_size=1900_sw_ADDRESS30_down_off.png;1416; 604
pdp10ki10_size=1900_sw_ADDRESS30_up_on.png;1415; 601
pdp10ki10_size=1900_sw_ADDRESS30_up_off.png;1416; 601
pdp10ki10_size=1900_sw_ADDRESS29_down_on.png;1373; 605
pdp10ki10_size=1900_sw_ADDRESS29_down_off.png;1373; 605
pdp10ki10_size=1900_sw_ADDRESS29_up_on.png;1373; 601
pdp10ki10_size=1900_sw_ADDRESS29_up_off.png;1374; 602
pdp10ki10_size=1900_sw_ADDRESS28_down_on.png;1330; 603
pdp10ki10_size=1900_sw_ADDRESS28_down_off.png;1330; 604
pdp10ki10_size=1900_sw_ADDRESS28_up_on.png;1330; 600
pdp10ki10_size=1900_sw_ADDRESS28_up_off.png;1330; 600
pdp10ki10_size=1900_sw_ADDRESS27_down_on.png;1287; 603
pdp10ki10_size=1900_sw_ADDRESS27_down_off.png;1287; 603
pdp10ki10_size=1900_sw_ADDRESS27_up_on.png;1287; 600
pdp10ki10_size=1900_sw_ADDRESS27_up_off.png;1288; 601
pdp10ki10_size=1900_sw_ADDRESS26_down_on.png;1245; 604
pdp10ki10_size=1900_sw_ADDRESS26_down_off.png;1245; 605
pdp10ki10_size=1900_sw_ADDRESS26_up_on.png;1245; 601
pdp10ki10_size=1900_sw_ADDRESS26_up_off.png;1245; 601
pdp10ki10_size=1900_sw_ADDRESS25_down_on.png;1202; 605
pdp10ki10_size=1900_sw_ADDRESS25_down_off.png;1202; 605
pdp10ki10_size=1900_sw_ADDRESS25_up_on.png;1202; 602
pdp10ki10_size=1900_sw_ADDRESS25_up_off.png;1202; 601
pdp10ki10_size=1900_sw_ADDRESS24_down_on.png;1159; 604
pdp10ki10_size=1900_sw_ADDRESS24_down_off.png;1160; 605
pdp10ki10_size=1900_sw_ADDRESS24_up_on.png;1159; 602
pdp10ki10_size=1900_sw_ADDRESS24_up_off.png;1160; 601
pdp10ki10_size=1900_sw_ADDRESS23_down_on.png;1116; 604
pdp10ki10_size=1900_sw_ADDRESS23_down_off.png;1117; 604
pdp10ki10_size=1900_sw_ADDRESS23_up_on.png;1116; 601
pdp10ki10_size=1900_sw_ADDRESS23_up_off.png;1116; 601
pdp10ki10_size=1900_sw_ADDRESS22_down_on.png;1074; 604
pdp10ki10_size=1900_sw_ADDRESS22_down_off.png;1074; 604
pdp10ki10_size=1900_sw_ADDRESS22_up_on.png;1073; 601
pdp10ki10_size=1900_sw_ADDRESS22_up_off.png;1073; 601
pdp10ki10_size=1900_sw_ADDRESS21_down_on.png;1031; 604
pdp10ki10_size=1900_sw_ADDRESS21_down_off.png;1031; 604
pdp10ki10_size=1900_sw_ADDRESS21_up_on.png;1030; 601
pdp10ki10_size=1900_sw_ADDRESS21_up_off.png;1031; 601
pdp10ki10_size=1900_sw_ADDRESS20_down_on.png;988; 604
pdp10ki10_size=1900_sw_ADDRESS20_down_off.png;989; 604
pdp10ki10_size=1900_sw_ADDRESS20_up_on.png;988; 601
pdp10ki10_size=1900_sw_ADDRESS20_up_off.png;989; 601
pdp10ki10_size=1900_sw_ADDRESS19_down_on.png;946; 604
pdp10ki10_size=1900_sw_ADDRESS19_down_off.png;946; 604
pdp10ki10_size=1900_sw_ADDRESS19_up_on.png;945; 601
pdp10ki10_size=1900_sw_ADDRESS19_up_off.png;946; 602
pdp10ki10_size=1900_sw_ADDRESS18_down_on.png;903; 604
pdp10ki10_size=1900_sw_ADDRESS18_down_off.png;904; 604
pdp10ki10_size=1900_sw_ADDRESS18_up_on.png;902; 601
pdp10ki10_size=1900_sw_ADDRESS18_up_off.png;902; 601
pdp10ki10_size=1900_sw_ADDRESS17_down_on.png;860; 604
pdp10ki10_size=1900_sw_ADDRESS17_down_off.png;860; 604
pdp10ki10_size=1900_sw_ADDRESS17_up_on.png;859; 601
pdp10ki10_size=1900_sw_ADDRESS17_up_off.png;860; 601
pdp10ki10_size=1900_sw_ADDRESS16_down_on.png;818; 604
pdp10ki10_size=1900_sw_ADDRESS16_down_off.png;818; 604
pdp10ki10_size=1900_sw_ADDRESS16_up_on.png;817; 601
pdp10ki10_size=1900_sw_ADDRESS16_up_off.png;817; 601
pdp10ki10_size=1900_sw_ADDRESS15_down_on.png;774; 604
pdp10ki10_size=1900_sw_ADDRESS15_down_off.png;774; 604
pdp10ki10_size=1900_sw_ADDRESS15_up_on.png;774; 601
pdp10ki10_size=1900_sw_ADDRESS15_up_off.png;775; 601
pdp10ki10_size=1900_sw_ADDRESS14_down_on.png;731; 604
pdp10ki10_size=1900_sw_ADDRESS14_down_off.png;732; 604
pdp10ki10_size=1900_sw_ADDRESS14_up_on.png;730; 600
pdp10ki10_size=1900_sw_ADDRESS14_up_off.png;731; 601
pdp10ki10_size=1900_sw_PAGING_USER_down_on.png;646; 604
pdp10ki10_size=1900_sw_PAGING_USER_down_off.png;647; 605
pdp10ki10_size=1900_sw_PAGING_USER_up_on.png;646; 602
pdp10ki10_size=1900_sw_PAGING_USER_up_off.png;646; 602
pdp10ki10_size=1900_sw_PAGING_EXEC_down_on.png;603; 604
pdp10ki10_size=1900_sw_PAGING_EXEC_down_off.png;603; 604
pdp10ki10_size=1900_sw_PAGING_EXEC_up_on.png;603; 600
pdp10ki10_size=1900_sw_PAGING_EXEC_up_off.png;603; 601
pdp10ki10_size=1900_led_DATA35_on.png;1641; 553
pdp10ki10_size=1900_led_DATA34_on.png;1596; 552
pdp10ki10_size=1900_led_DATA33_on.png;1556; 552
pdp10ki10_size=1900_led_DATA32_on.png;1513; 553
pdp10ki10_size=1900_led_DATA31_on.png;1470; 554
pdp10ki10_size=1900_led_DATA30_on.png;1428; 554
pdp10ki10_size=1900_led_DATA29_on.png;1383; 552
pdp10ki10_size=1900_led_DATA28_on.png;1342; 553
pdp10ki10_size=1900_led_DATA27_on.png;1300; 552
pdp10ki10_size=1900_led_DATA26_on.png;1256; 553
pdp10ki10_size=1900_led_DATA25_on.png;1214; 553
pdp10ki10_size=1900_led_DATA24_on.png;1173; 554
pdp10ki10_size=1900_led_DATA23_on.png;1128; 552
pdp10ki10_size=1900_led_DATA22_on.png;1087; 556
pdp10ki10_size=1900_led_DATA21_on.png;1043; 552
pdp10ki10_size=1900_led_DATA20_on.png;1001; 552
pdp10ki10_size=1900_led_DATA19_on.png;960; 556
pdp10ki10_size=1900_led_DATA18_on.png;915; 553
pdp10ki10_size=1900_led_DATA17_on.png;874; 556
pdp10ki10_size=1900_led_DATA16_on.png;833; 553
pdp10ki10_size=1900_led_DATA15_on.png;788; 553
pdp10ki10_size=1900_led_DATA14_on.png;744; 554
pdp10ki10_size=1900_led_DATA13_on.png;702; 556
pdp10ki10_size=1900_led_DATA12_on.png;661; 556
pdp10ki10_size=1900_led_DATA11_on.png;616; 553
pdp10ki10_size=1900_led_DATA10_on.png;575; 553
pdp10ki10_size=1900_led_DATA09_on.png;534; 557
pdp10ki10_size=1900_led_DATA08_on.png;493; 556
pdp10ki10_size=1900_led_DATA07_on.png;448; 553
pdp10ki10_size=1900_led_DATA06_on.png;407; 554
pdp10ki10_size=1900_led_DATA05_on.png;366; 553
pdp10ki10_size=1900_led_DATA04_on.png;321; 555
pdp10ki10_size=1900_led_DATA03_on.png;280; 554
pdp10ki10_size=1900_led_DATA02_on.png;239; 553
pdp10ki10_size=1900_led_DATA01_on.png;193; 553
pdp10ki10_size=1900_led_DATA00_on.png;153; 554
pdp10ki10_size=1900_led_PROGRAM_DATA_on.png;943; 529
pdp10ki10_size=1900_led_MEMORY_DATA_on.png;857; 528
pdp10ki10_size=1900_led_INSTRUCTION35_on.png;1637; 502
pdp10ki10_size=1900_led_INSTRUCTION34_on.png;1596; 502
pdp10ki10_size=1900_led_INSTRUCTION33_on.png;1551; 502
pdp10ki10_size=1900_led_INSTRUCTION32_on.png;1510; 502
pdp10ki10_size=1900_led_INSTRUCTION31_on.png;1469; 506
pdp10ki10_size=1900_led_INSTRUCTION30_on.png;1424; 503
pdp10ki10_size=1900_led_INSTRUCTION29_on.png;1383; 503
pdp10ki10_size=1900_led_INSTRUCTION28_on.png;1338; 502
pdp10ki10_size=1900_led_INSTRUCTION27_on.png;1297; 503
pdp10ki10_size=1900_led_INSTRUCTION26_on.png;1255; 504
pdp10ki10_size=1900_led_INSTRUCTION25_on.png;1215; 502
pdp10ki10_size=1900_led_INSTRUCTION24_on.png;1169; 503
pdp10ki10_size=1900_led_INSTRUCTION23_on.png;1130; 503
pdp10ki10_size=1900_led_INSTRUCTION22_on.png;1087; 504
pdp10ki10_size=1900_led_INSTRUCTION21_on.png;1043; 503
pdp10ki10_size=1900_led_INSTRUCTION20_on.png;1001; 506
pdp10ki10_size=1900_led_INSTRUCTION19_on.png;961; 502
pdp10ki10_size=1900_led_INSTRUCTION18_on.png;919; 502
pdp10ki10_size=1900_led_INSTRUCTION17_on.png;874; 503
pdp10ki10_size=1900_led_INSTRUCTION16_on.png;833; 503
pdp10ki10_size=1900_led_INSTRUCTION15_on.png;788; 503
pdp10ki10_size=1900_led_INSTRUCTION14_on.png;747; 503
pdp10ki10_size=1900_led_INSTRUCTION13_on.png;705; 504
pdp10ki10_size=1900_led_INSTRUCTION12_on.png;661; 504
pdp10ki10_size=1900_led_INSTRUCTION11_on.png;620; 504
pdp10ki10_size=1900_led_INSTRUCTION10_on.png;575; 504
pdp10ki10_size=1900_led_INSTRUCTION09_on.png;534; 504
