filename;left;top
pdp10ki10_size=2500_sw_ADDRESS_STOP_down_off.png;1414; 1005
pdp10ki10_size=2500_sw_ADDRESS_STOP_up_on.png;1413; 1001
pdp10ki10_size=2500_sw_ADDRESS_STOP_up_off.png;1413; 1002
pdp10ki10_size=2500_sw_WRITE_down_on.png;1356; 1005
pdp10ki10_size=2500_sw_WRITE_down_off.png;1356; 1005
pdp10ki10_size=2500_sw_WRITE_up_on.png;1356; 1000
pdp10ki10_size=2500_sw_WRITE_up_off.png;1356; 1000
pdp10ki10_size=2500_sw_FETCH_DATA_down_on.png;1300; 1004
pdp10ki10_size=2500_sw_FETCH_DATA_down_off.png;1299; 1004
pdp10ki10_size=2500_sw_FETCH_DATA_up_on.png;1300; 1000
pdp10ki10_size=2500_sw_FETCH_DATA_up_off.png;1300; 1000
pdp10ki10_size=2500_sw_FETCH_INST_down_on.png;1244; 1004
pdp10ki10_size=2500_sw_FETCH_INST_down_off.png;1244; 1004
pdp10ki10_size=2500_sw_FETCH_INST_up_on.png;1242; 1000
pdp10ki10_size=2500_sw_FETCH_INST_up_off.png;1241; 1000
pdp10ki10_size=2500_sw_REPEAT_down_on.png;1130; 1005
pdp10ki10_size=2500_sw_REPEAT_down_off.png;1131; 1005
pdp10ki10_size=2500_sw_REPEAT_up_on.png;1130; 1000
pdp10ki10_size=2500_sw_REPEAT_up_off.png;1130; 1000
pdp10ki10_size=2500_sw_STOP_NXM_down_on.png;1073; 1003
pdp10ki10_size=2500_sw_STOP_NXM_down_off.png;1074; 1004
pdp10ki10_size=2500_sw_STOP_NXM_up_on.png;1073; 999
pdp10ki10_size=2500_sw_STOP_NXM_up_off.png;1073; 999
pdp10ki10_size=2500_sw_STOP_PAR_down_on.png;1018; 1003
pdp10ki10_size=2500_sw_STOP_PAR_down_off.png;1019; 1004
pdp10ki10_size=2500_sw_STOP_PAR_up_on.png;1017; 1000
pdp10ki10_size=2500_sw_STOP_PAR_up_off.png;1017; 999
pdp10ki10_size=2500_sw_SINGLE_PULSER_down_on.png;961; 1004
pdp10ki10_size=2500_sw_SINGLE_PULSER_down_off.png;961; 1004
pdp10ki10_size=2500_sw_SINGLE_PULSER_up_on.png;960; 1000
pdp10ki10_size=2500_sw_SINGLE_PULSER_up_off.png;960; 1000
pdp10ki10_size=2500_sw_SINGLE_INST_down_on.png;904; 1005
pdp10ki10_size=2500_sw_SINGLE_INST_down_off.png;904; 1005
pdp10ki10_size=2500_sw_SINGLE_INST_up_on.png;902; 1001
pdp10ki10_size=2500_sw_SINGLE_INST_up_off.png;902; 1001
pdp10ki10_size=2500_sw_DATA_LOAD_down_on.png;2287; 900
pdp10ki10_size=2500_sw_DATA_LOAD_down_off.png;2288; 900
pdp10ki10_size=2500_sw_DATA_LOAD_up_on.png;2286; 896
pdp10ki10_size=2500_sw_DATA_LOAD_up_off.png;2286; 895
pdp10ki10_size=2500_sw_DATA_CLEAR_down_on.png;2230; 900
pdp10ki10_size=2500_sw_DATA_CLEAR_down_off.png;2230; 900
pdp10ki10_size=2500_sw_DATA_CLEAR_up_on.png;2229; 896
pdp10ki10_size=2500_sw_DATA_CLEAR_up_off.png;2227; 896
pdp10ki10_size=2500_sw_DATA35_down_on.png;2148; 901
pdp10ki10_size=2500_sw_DATA35_down_off.png;2149; 900
pdp10ki10_size=2500_sw_DATA35_up_on.png;2148; 896
pdp10ki10_size=2500_sw_DATA35_up_off.png;2148; 896
pdp10ki10_size=2500_sw_DATA34_down_on.png;2092; 900
pdp10ki10_size=2500_sw_DATA34_down_off.png;2091; 900
pdp10ki10_size=2500_sw_DATA34_up_on.png;2091; 896
pdp10ki10_size=2500_sw_DATA34_up_off.png;2091; 896
pdp10ki10_size=2500_sw_DATA33_down_on.png;2034; 899
pdp10ki10_size=2500_sw_DATA33_down_off.png;2034; 900
pdp10ki10_size=2500_sw_DATA33_up_on.png;2034; 895
pdp10ki10_size=2500_sw_DATA33_up_off.png;2034; 895
pdp10ki10_size=2500_sw_DATA32_down_on.png;1977; 900
pdp10ki10_size=2500_sw_DATA32_down_off.png;1977; 900
pdp10ki10_size=2500_sw_DATA32_up_on.png;1977; 895
pdp10ki10_size=2500_sw_DATA32_up_off.png;1977; 896
pdp10ki10_size=2500_sw_DATA31_down_on.png;1921; 899
pdp10ki10_size=2500_sw_DATA31_down_off.png;1921; 899
pdp10ki10_size=2500_sw_DATA31_up_on.png;1921; 895
pdp10ki10_size=2500_sw_DATA31_up_off.png;1922; 894
pdp10ki10_size=2500_sw_DATA30_down_on.png;1866; 898
pdp10ki10_size=2500_sw_DATA30_down_off.png;1865; 899
pdp10ki10_size=2500_sw_DATA30_up_on.png;1865; 894
pdp10ki10_size=2500_sw_DATA30_up_off.png;1865; 894
pdp10ki10_size=2500_sw_DATA29_down_on.png;1809; 899
pdp10ki10_size=2500_sw_DATA29_down_off.png;1809; 899
pdp10ki10_size=2500_sw_DATA29_up_on.png;1808; 894
pdp10ki10_size=2500_sw_DATA29_up_off.png;1809; 894
pdp10ki10_size=2500_sw_DATA28_down_on.png;1753; 898
pdp10ki10_size=2500_sw_DATA28_down_off.png;1753; 899
pdp10ki10_size=2500_sw_DATA28_up_on.png;1754; 894
pdp10ki10_size=2500_sw_DATA28_up_off.png;1753; 894
pdp10ki10_size=2500_sw_DATA27_down_on.png;1695; 900
pdp10ki10_size=2500_sw_DATA27_down_off.png;1695; 899
pdp10ki10_size=2500_sw_DATA27_up_on.png;1695; 895
pdp10ki10_size=2500_sw_DATA27_up_off.png;1696; 895
pdp10ki10_size=2500_sw_DATA26_down_on.png;1639; 899
pdp10ki10_size=2500_sw_DATA26_down_off.png;1639; 899
pdp10ki10_size=2500_sw_DATA26_up_on.png;1638; 895
pdp10ki10_size=2500_sw_DATA26_up_off.png;1639; 895
pdp10ki10_size=2500_sw_DATA25_down_on.png;1582; 899
pdp10ki10_size=2500_sw_DATA25_down_off.png;1582; 899
pdp10ki10_size=2500_sw_DATA25_up_on.png;1582; 894
pdp10ki10_size=2500_sw_DATA25_up_off.png;1582; 894
pdp10ki10_size=2500_sw_DATA24_down_on.png;1527; 898
pdp10ki10_size=2500_sw_DATA24_down_off.png;1526; 899
pdp10ki10_size=2500_sw_DATA24_up_on.png;1526; 895
pdp10ki10_size=2500_sw_DATA24_up_off.png;1526; 894
pdp10ki10_size=2500_sw_DATA23_down_on.png;1469; 899
pdp10ki10_size=2500_sw_DATA23_down_off.png;1470; 899
pdp10ki10_size=2500_sw_DATA23_up_on.png;1469; 894
pdp10ki10_size=2500_sw_DATA23_up_off.png;1469; 894
pdp10ki10_size=2500_sw_DATA22_down_on.png;1412; 899
pdp10ki10_size=2500_sw_DATA22_down_off.png;1412; 900
pdp10ki10_size=2500_sw_DATA22_up_on.png;1413; 895
pdp10ki10_size=2500_sw_DATA22_up_off.png;1413; 895
pdp10ki10_size=2500_sw_DATA21_down_on.png;1356; 900
pdp10ki10_size=2500_sw_DATA21_down_off.png;1356; 900
pdp10ki10_size=2500_sw_DATA21_up_on.png;1356; 895
pdp10ki10_size=2500_sw_DATA21_up_off.png;1356; 894
pdp10ki10_size=2500_sw_DATA20_down_on.png;1300; 899
pdp10ki10_size=2500_sw_DATA20_down_off.png;1300; 899
pdp10ki10_size=2500_sw_DATA20_up_on.png;1300; 894
pdp10ki10_size=2500_sw_DATA20_up_off.png;1301; 894
pdp10ki10_size=2500_sw_DATA19_down_on.png;1243; 899
pdp10ki10_size=2500_sw_DATA19_down_off.png;1243; 899
pdp10ki10_size=2500_sw_DATA19_up_on.png;1244; 894
pdp10ki10_size=2500_sw_DATA19_up_off.png;1244; 894
pdp10ki10_size=2500_sw_DATA18_down_on.png;1187; 899
pdp10ki10_size=2500_sw_DATA18_down_off.png;1187; 899
pdp10ki10_size=2500_sw_DATA18_up_on.png;1186; 894
pdp10ki10_size=2500_sw_DATA18_up_off.png;1186; 894
pdp10ki10_size=2500_sw_DATA17_down_on.png;1130; 899
pdp10ki10_size=2500_sw_DATA17_down_off.png;1130; 899
pdp10ki10_size=2500_sw_DATA17_up_on.png;1130; 895
pdp10ki10_size=2500_sw_DATA17_up_off.png;1130; 894
pdp10ki10_size=2500_sw_DATA16_down_on.png;1074; 899
pdp10ki10_size=2500_sw_DATA16_down_off.png;1073; 900
pdp10ki10_size=2500_sw_DATA16_up_on.png;1073; 895
pdp10ki10_size=2500_sw_DATA16_up_off.png;1073; 895
pdp10ki10_size=2500_sw_DATA15_down_on.png;1016; 898
pdp10ki10_size=2500_sw_DATA15_down_off.png;1017; 898
pdp10ki10_size=2500_sw_DATA15_up_on.png;1017; 894
pdp10ki10_size=2500_sw_DATA15_up_off.png;1017; 894
pdp10ki10_size=2500_sw_DATA14_down_on.png;962; 899
pdp10ki10_size=2500_sw_DATA14_down_off.png;961; 900
pdp10ki10_size=2500_sw_DATA14_up_on.png;960; 895
pdp10ki10_size=2500_sw_DATA14_up_off.png;961; 895
pdp10ki10_size=2500_sw_DATA13_down_on.png;904; 899
pdp10ki10_size=2500_sw_DATA13_down_off.png;905; 899
pdp10ki10_size=2500_sw_DATA13_up_on.png;905; 895
pdp10ki10_size=2500_sw_DATA13_up_off.png;905; 894
pdp10ki10_size=2500_sw_DATA12_down_on.png;849; 899
pdp10ki10_size=2500_sw_DATA12_down_off.png;849; 900
pdp10ki10_size=2500_sw_DATA12_up_on.png;848; 894
pdp10ki10_size=2500_sw_DATA12_up_off.png;848; 894
pdp10ki10_size=2500_sw_DATA11_down_on.png;793; 900
pdp10ki10_size=2500_sw_DATA11_down_off.png;793; 900
pdp10ki10_size=2500_sw_DATA11_up_on.png;791; 896
pdp10ki10_size=2500_sw_DATA11_up_off.png;790; 895
pdp10ki10_size=2500_sw_DATA10_down_on.png;737; 898
pdp10ki10_size=2500_sw_DATA10_down_off.png;737; 899
pdp10ki10_size=2500_sw_DATA10_up_on.png;736; 894
pdp10ki10_size=2500_sw_DATA10_up_off.png;736; 894
pdp10ki10_size=2500_sw_DATA09_down_on.png;681; 898
pdp10ki10_size=2500_sw_DATA09_down_off.png;681; 899
pdp10ki10_size=2500_sw_DATA09_up_on.png;681; 894
pdp10ki10_size=2500_sw_DATA09_up_off.png;680; 894
pdp10ki10_size=2500_sw_DATA08_down_on.png;624; 899
pdp10ki10_size=2500_sw_DATA08_down_off.png;625; 899
pdp10ki10_size=2500_sw_DATA08_up_on.png;624; 894
pdp10ki10_size=2500_sw_DATA08_up_off.png;623; 894
pdp10ki10_size=2500_sw_DATA07_down_on.png;569; 899
pdp10ki10_size=2500_sw_DATA07_down_off.png;569; 898
pdp10ki10_size=2500_sw_DATA07_up_on.png;568; 895
pdp10ki10_size=2500_sw_DATA07_up_off.png;567; 895
pdp10ki10_size=2500_sw_DATA06_down_on.png;513; 900
pdp10ki10_size=2500_sw_DATA06_down_off.png;512; 900
pdp10ki10_size=2500_sw_DATA06_up_on.png;511; 895
pdp10ki10_size=2500_sw_DATA06_up_off.png;511; 895
pdp10ki10_size=2500_sw_DATA05_down_on.png;455; 899
pdp10ki10_size=2500_sw_DATA05_down_off.png;456; 899
pdp10ki10_size=2500_sw_DATA05_up_on.png;453; 895
pdp10ki10_size=2500_sw_DATA05_up_off.png;454; 894
pdp10ki10_size=2500_sw_DATA04_down_on.png;399; 898
pdp10ki10_size=2500_sw_DATA04_down_off.png;399; 899
pdp10ki10_size=2500_sw_DATA04_up_on.png;398; 894
pdp10ki10_size=2500_sw_DATA04_up_off.png;397; 895
pdp10ki10_size=2500_sw_DATA03_down_on.png;342; 899
pdp10ki10_size=2500_sw_DATA03_down_off.png;342; 900
pdp10ki10_size=2500_sw_DATA03_up_on.png;341; 895
pdp10ki10_size=2500_sw_DATA03_up_off.png;341; 895
pdp10ki10_size=2500_sw_DATA02_down_on.png;287; 900
pdp10ki10_size=2500_sw_DATA02_down_off.png;288; 900
pdp10ki10_size=2500_sw_DATA02_up_on.png;285; 895
pdp10ki10_size=2500_sw_DATA02_up_off.png;285; 895
pdp10ki10_size=2500_sw_DATA01_down_on.png;233; 901
pdp10ki10_size=2500_sw_DATA01_down_off.png;232; 901
pdp10ki10_size=2500_sw_DATA01_up_on.png;228; 895
pdp10ki10_size=2500_sw_DATA01_up_off.png;228; 896
pdp10ki10_size=2500_sw_DATA00_down_on.png;174; 900
pdp10ki10_size=2500_sw_DATA00_down_off.png;176; 900
pdp10ki10_size=2500_sw_DATA00_up_on.png;171; 896
pdp10ki10_size=2500_sw_DATA00_up_off.png;172; 896
pdp10ki10_size=2500_sw_ADDRESS_LOAD_down_on.png;2281; 795
pdp10ki10_size=2500_sw_ADDRESS_LOAD_down_off.png;2281; 796
pdp10ki10_size=2500_sw_ADDRESS_LOAD_up_on.png;2280; 790
pdp10ki10_size=2500_sw_ADDRESS_LOAD_up_off.png;2282; 791
pdp10ki10_size=2500_sw_ADDRESS_CLEAR_down_on.png;2221; 796
pdp10ki10_size=2500_sw_ADDRESS_CLEAR_down_off.png;2222; 796
pdp10ki10_size=2500_sw_ADDRESS_CLEAR_up_on.png;2224; 792
pdp10ki10_size=2500_sw_ADDRESS_CLEAR_up_off.png;2224; 792
pdp10ki10_size=2500_sw_ADDRESS35_down_on.png;2144; 795
pdp10ki10_size=2500_sw_ADDRESS35_down_off.png;2144; 795
pdp10ki10_size=2500_sw_ADDRESS35_up_on.png;2144; 790
pdp10ki10_size=2500_sw_ADDRESS35_up_off.png;2144; 790
pdp10ki10_size=2500_sw_ADDRESS34_down_on.png;2088; 796
pdp10ki10_size=2500_sw_ADDRESS34_down_off.png;2088; 796
pdp10ki10_size=2500_sw_ADDRESS34_up_on.png;2088; 791
pdp10ki10_size=2500_sw_ADDRESS34_up_off.png;2088; 792
pdp10ki10_size=2500_sw_ADDRESS33_down_on.png;2032; 795
pdp10ki10_size=2500_sw_ADDRESS33_down_off.png;2032; 795
pdp10ki10_size=2500_sw_ADDRESS33_up_on.png;2032; 790
pdp10ki10_size=2500_sw_ADDRESS33_up_off.png;2032; 791
pdp10ki10_size=2500_sw_ADDRESS32_down_on.png;1975; 795
pdp10ki10_size=2500_sw_ADDRESS32_down_off.png;1977; 796
pdp10ki10_size=2500_sw_ADDRESS32_up_on.png;1976; 791
pdp10ki10_size=2500_sw_ADDRESS32_up_off.png;1976; 791
pdp10ki10_size=2500_sw_ADDRESS31_down_on.png;1919; 796
pdp10ki10_size=2500_sw_ADDRESS31_down_off.png;1919; 796
pdp10ki10_size=2500_sw_ADDRESS31_up_on.png;1919; 791
pdp10ki10_size=2500_sw_ADDRESS31_up_off.png;1920; 791
pdp10ki10_size=2500_sw_ADDRESS30_down_on.png;1863; 795
pdp10ki10_size=2500_sw_ADDRESS30_down_off.png;1863; 795
pdp10ki10_size=2500_sw_ADDRESS30_up_on.png;1863; 790
pdp10ki10_size=2500_sw_ADDRESS30_up_off.png;1863; 790
pdp10ki10_size=2500_sw_ADDRESS29_down_on.png;1806; 796
pdp10ki10_size=2500_sw_ADDRESS29_down_off.png;1807; 796
pdp10ki10_size=2500_sw_ADDRESS29_up_on.png;1807; 791
pdp10ki10_size=2500_sw_ADDRESS29_up_off.png;1808; 792
pdp10ki10_size=2500_sw_ADDRESS28_down_on.png;1750; 794
pdp10ki10_size=2500_sw_ADDRESS28_down_off.png;1750; 795
pdp10ki10_size=2500_sw_ADDRESS28_up_on.png;1750; 790
pdp10ki10_size=2500_sw_ADDRESS28_up_off.png;1750; 790
pdp10ki10_size=2500_sw_ADDRESS27_down_on.png;1694; 794
pdp10ki10_size=2500_sw_ADDRESS27_down_off.png;1694; 794
pdp10ki10_size=2500_sw_ADDRESS27_up_on.png;1693; 790
pdp10ki10_size=2500_sw_ADDRESS27_up_off.png;1694; 790
pdp10ki10_size=2500_sw_ADDRESS26_down_on.png;1638; 795
pdp10ki10_size=2500_sw_ADDRESS26_down_off.png;1638; 796
pdp10ki10_size=2500_sw_ADDRESS26_up_on.png;1639; 791
pdp10ki10_size=2500_sw_ADDRESS26_up_off.png;1638; 791
pdp10ki10_size=2500_sw_ADDRESS25_down_on.png;1581; 796
pdp10ki10_size=2500_sw_ADDRESS25_down_off.png;1582; 796
pdp10ki10_size=2500_sw_ADDRESS25_up_on.png;1582; 792
pdp10ki10_size=2500_sw_ADDRESS25_up_off.png;1582; 792
pdp10ki10_size=2500_sw_ADDRESS24_down_on.png;1526; 795
pdp10ki10_size=2500_sw_ADDRESS24_down_off.png;1526; 796
pdp10ki10_size=2500_sw_ADDRESS24_up_on.png;1525; 792
pdp10ki10_size=2500_sw_ADDRESS24_up_off.png;1526; 792
pdp10ki10_size=2500_sw_ADDRESS23_down_on.png;1469; 795
pdp10ki10_size=2500_sw_ADDRESS23_down_off.png;1469; 795
pdp10ki10_size=2500_sw_ADDRESS23_up_on.png;1469; 791
pdp10ki10_size=2500_sw_ADDRESS23_up_off.png;1469; 791
pdp10ki10_size=2500_sw_ADDRESS22_down_on.png;1413; 794
pdp10ki10_size=2500_sw_ADDRESS22_down_off.png;1413; 795
pdp10ki10_size=2500_sw_ADDRESS22_up_on.png;1412; 791
pdp10ki10_size=2500_sw_ADDRESS22_up_off.png;1413; 791
pdp10ki10_size=2500_sw_ADDRESS21_down_on.png;1356; 795
pdp10ki10_size=2500_sw_ADDRESS21_down_off.png;1357; 795
pdp10ki10_size=2500_sw_ADDRESS21_up_on.png;1356; 791
pdp10ki10_size=2500_sw_ADDRESS21_up_off.png;1357; 791
pdp10ki10_size=2500_sw_ADDRESS20_down_on.png;1301; 795
pdp10ki10_size=2500_sw_ADDRESS20_down_off.png;1301; 795
pdp10ki10_size=2500_sw_ADDRESS20_up_on.png;1300; 791
pdp10ki10_size=2500_sw_ADDRESS20_up_off.png;1301; 791
pdp10ki10_size=2500_sw_ADDRESS19_down_on.png;1245; 795
pdp10ki10_size=2500_sw_ADDRESS19_down_off.png;1245; 795
pdp10ki10_size=2500_sw_ADDRESS19_up_on.png;1244; 791
pdp10ki10_size=2500_sw_ADDRESS19_up_off.png;1244; 792
pdp10ki10_size=2500_sw_ADDRESS18_down_on.png;1189; 795
pdp10ki10_size=2500_sw_ADDRESS18_down_off.png;1189; 795
pdp10ki10_size=2500_sw_ADDRESS18_up_on.png;1188; 791
pdp10ki10_size=2500_sw_ADDRESS18_up_off.png;1187; 791
pdp10ki10_size=2500_sw_ADDRESS17_down_on.png;1132; 795
pdp10ki10_size=2500_sw_ADDRESS17_down_off.png;1132; 795
pdp10ki10_size=2500_sw_ADDRESS17_up_on.png;1130; 791
pdp10ki10_size=2500_sw_ADDRESS17_up_off.png;1132; 791
pdp10ki10_size=2500_sw_ADDRESS16_down_on.png;1077; 795
pdp10ki10_size=2500_sw_ADDRESS16_down_off.png;1076; 795
pdp10ki10_size=2500_sw_ADDRESS16_up_on.png;1075; 791
pdp10ki10_size=2500_sw_ADDRESS16_up_off.png;1075; 791
pdp10ki10_size=2500_sw_ADDRESS15_down_on.png;1019; 795
pdp10ki10_size=2500_sw_ADDRESS15_down_off.png;1019; 795
pdp10ki10_size=2500_sw_ADDRESS15_up_on.png;1018; 791
pdp10ki10_size=2500_sw_ADDRESS15_up_off.png;1020; 791
pdp10ki10_size=2500_sw_ADDRESS14_down_on.png;962; 795
pdp10ki10_size=2500_sw_ADDRESS14_down_off.png;963; 795
pdp10ki10_size=2500_sw_ADDRESS14_up_on.png;961; 790
pdp10ki10_size=2500_sw_ADDRESS14_up_off.png;962; 791
pdp10ki10_size=2500_sw_PAGING_USER_down_on.png;851; 795
pdp10ki10_size=2500_sw_PAGING_USER_down_off.png;851; 796
pdp10ki10_size=2500_sw_PAGING_USER_up_on.png;851; 792
pdp10ki10_size=2500_sw_PAGING_USER_up_off.png;850; 792
pdp10ki10_size=2500_sw_PAGING_EXEC_down_on.png;793; 795
pdp10ki10_size=2500_sw_PAGING_EXEC_down_off.png;794; 795
pdp10ki10_size=2500_sw_PAGING_EXEC_up_on.png;794; 790
pdp10ki10_size=2500_sw_PAGING_EXEC_up_off.png;793; 791
pdp10ki10_size=2500_led_DATA35_on.png;2159; 727
pdp10ki10_size=2500_led_DATA34_on.png;2100; 726
pdp10ki10_size=2500_led_DATA33_on.png;2046; 727
pdp10ki10_size=2500_led_DATA32_on.png;1991; 728
pdp10ki10_size=2500_led_DATA31_on.png;1933; 729
pdp10ki10_size=2500_led_DATA30_on.png;1878; 730
pdp10ki10_size=2500_led_DATA29_on.png;1820; 727
pdp10ki10_size=2500_led_DATA28_on.png;1765; 727
pdp10ki10_size=2500_led_DATA27_on.png;1711; 727
pdp10ki10_size=2500_led_DATA26_on.png;1652; 728
pdp10ki10_size=2500_led_DATA25_on.png;1598; 728
pdp10ki10_size=2500_led_DATA24_on.png;1544; 727
pdp10ki10_size=2500_led_DATA23_on.png;1485; 727
pdp10ki10_size=2500_led_DATA22_on.png;1431; 731
pdp10ki10_size=2500_led_DATA21_on.png;1372; 727
pdp10ki10_size=2500_led_DATA20_on.png;1318; 727
pdp10ki10_size=2500_led_DATA19_on.png;1263; 727
pdp10ki10_size=2500_led_DATA18_on.png;1205; 728
pdp10ki10_size=2500_led_DATA17_on.png;1150; 728
pdp10ki10_size=2500_led_DATA16_on.png;1096; 727
pdp10ki10_size=2500_led_DATA15_on.png;1037; 728
pdp10ki10_size=2500_led_DATA14_on.png;978; 729
pdp10ki10_size=2500_led_DATA13_on.png;924; 732
pdp10ki10_size=2500_led_DATA12_on.png;870; 732
pdp10ki10_size=2500_led_DATA11_on.png;811; 728
pdp10ki10_size=2500_led_DATA10_on.png;757; 728
pdp10ki10_size=2500_led_DATA09_on.png;703; 729
pdp10ki10_size=2500_led_DATA08_on.png;649; 729
pdp10ki10_size=2500_led_DATA07_on.png;589; 728
pdp10ki10_size=2500_led_DATA06_on.png;535; 729
pdp10ki10_size=2500_led_DATA05_on.png;482; 728
pdp10ki10_size=2500_led_DATA04_on.png;422; 729
pdp10ki10_size=2500_led_DATA03_on.png;368; 729
pdp10ki10_size=2500_led_DATA02_on.png;314; 728
pdp10ki10_size=2500_led_DATA01_on.png;255; 728
pdp10ki10_size=2500_led_DATA00_on.png;201; 729
pdp10ki10_size=2500_led_PROGRAM_DATA_on.png;1240; 697
pdp10ki10_size=2500_led_MEMORY_DATA_on.png;1128; 695
pdp10ki10_size=2500_led_INSTRUCTION35_on.png;2154; 661
pdp10ki10_size=2500_led_INSTRUCTION34_on.png;2100; 660
pdp10ki10_size=2500_led_INSTRUCTION33_on.png;2041; 661
pdp10ki10_size=2500_led_INSTRUCTION32_on.png;1987; 661
pdp10ki10_size=2500_led_INSTRUCTION31_on.png;1932; 662
pdp10ki10_size=2500_led_INSTRUCTION30_on.png;1874; 662
pdp10ki10_size=2500_led_INSTRUCTION29_on.png;1819; 662
pdp10ki10_size=2500_led_INSTRUCTION28_on.png;1761; 661
pdp10ki10_size=2500_led_INSTRUCTION27_on.png;1706; 662
pdp10ki10_size=2500_led_INSTRUCTION26_on.png;1652; 663
pdp10ki10_size=2500_led_INSTRUCTION25_on.png;1598; 660
pdp10ki10_size=2500_led_INSTRUCTION24_on.png;1539; 662
pdp10ki10_size=2500_led_INSTRUCTION23_on.png;1485; 662
pdp10ki10_size=2500_led_INSTRUCTION22_on.png;1430; 663
pdp10ki10_size=2500_led_INSTRUCTION21_on.png;1372; 662
pdp10ki10_size=2500_led_INSTRUCTION20_on.png;1317; 663
pdp10ki10_size=2500_led_INSTRUCTION19_on.png;1264; 661
pdp10ki10_size=2500_led_INSTRUCTION18_on.png;1209; 660
pdp10ki10_size=2500_led_INSTRUCTION17_on.png;1150; 662
pdp10ki10_size=2500_led_INSTRUCTION16_on.png;1096; 662
pdp10ki10_size=2500_led_INSTRUCTION15_on.png;1037; 662
pdp10ki10_size=2500_led_INSTRUCTION14_on.png;983; 662
