filename;left;top
pdp10ki10_size=8844_sw_DATA32_up_off.png;6997; 3170
pdp10ki10_size=8844_sw_DATA31_down_on.png;6796; 3182
pdp10ki10_size=8844_sw_DATA31_down_off.png;6796; 3181
pdp10ki10_size=8844_sw_DATA31_up_on.png;6797; 3168
pdp10ki10_size=8844_sw_DATA31_up_off.png;6801; 3166
pdp10ki10_size=8844_sw_DATA30_down_on.png;6602; 3180
pdp10ki10_size=8844_sw_DATA30_down_off.png;6601; 3182
pdp10ki10_size=8844_sw_DATA30_up_on.png;6599; 3166
pdp10ki10_size=8844_sw_DATA30_up_off.png;6600; 3165
pdp10ki10_size=8844_sw_DATA29_down_on.png;6402; 3182
pdp10ki10_size=8844_sw_DATA29_down_off.png;6402; 3181
pdp10ki10_size=8844_sw_DATA29_up_on.png;6398; 3166
pdp10ki10_size=8844_sw_DATA29_up_off.png;6400; 3165
pdp10ki10_size=8844_sw_DATA28_down_on.png;6204; 3180
pdp10ki10_size=8844_sw_DATA28_down_off.png;6203; 3181
pdp10ki10_size=8844_sw_DATA28_up_on.png;6206; 3165
pdp10ki10_size=8844_sw_DATA28_up_off.png;6204; 3165
pdp10ki10_size=8844_sw_DATA27_down_on.png;5997; 3184
pdp10ki10_size=8844_sw_DATA27_down_off.png;5997; 3183
pdp10ki10_size=8844_sw_DATA27_up_on.png;5999; 3168
pdp10ki10_size=8844_sw_DATA27_up_off.png;6001; 3167
pdp10ki10_size=8844_sw_DATA26_down_on.png;5799; 3183
pdp10ki10_size=8844_sw_DATA26_down_off.png;5800; 3183
pdp10ki10_size=8844_sw_DATA26_up_on.png;5798; 3169
pdp10ki10_size=8844_sw_DATA26_up_off.png;5799; 3167
pdp10ki10_size=8844_sw_DATA25_down_on.png;5600; 3181
pdp10ki10_size=8844_sw_DATA25_down_off.png;5598; 3182
pdp10ki10_size=8844_sw_DATA25_up_on.png;5599; 3166
pdp10ki10_size=8844_sw_DATA25_up_off.png;5600; 3165
pdp10ki10_size=8844_sw_DATA24_down_on.png;5402; 3180
pdp10ki10_size=8844_sw_DATA24_down_off.png;5399; 3183
pdp10ki10_size=8844_sw_DATA24_up_on.png;5399; 3168
pdp10ki10_size=8844_sw_DATA24_up_off.png;5401; 3166
pdp10ki10_size=8844_sw_DATA23_down_on.png;5199; 3182
pdp10ki10_size=8844_sw_DATA23_down_off.png;5201; 3182
pdp10ki10_size=8844_sw_DATA23_up_on.png;5199; 3166
pdp10ki10_size=8844_sw_DATA23_up_off.png;5199; 3166
pdp10ki10_size=8844_sw_DATA22_down_on.png;4998; 3183
pdp10ki10_size=8844_sw_DATA22_down_off.png;4997; 3185
pdp10ki10_size=8844_sw_DATA22_up_on.png;5002; 3167
pdp10ki10_size=8844_sw_DATA22_up_off.png;5002; 3167
pdp10ki10_size=8844_sw_DATA21_down_on.png;4798; 3184
pdp10ki10_size=8844_sw_DATA21_down_off.png;4799; 3184
pdp10ki10_size=8844_sw_DATA21_up_on.png;4800; 3167
pdp10ki10_size=8844_sw_DATA21_up_off.png;4799; 3165
pdp10ki10_size=8844_sw_DATA20_down_on.png;4601; 3182
pdp10ki10_size=8844_sw_DATA20_down_off.png;4602; 3181
pdp10ki10_size=8844_sw_DATA20_up_on.png;4602; 3165
pdp10ki10_size=8844_sw_DATA20_up_off.png;4605; 3165
pdp10ki10_size=8844_sw_DATA19_down_on.png;4398; 3181
pdp10ki10_size=8844_sw_DATA19_down_off.png;4399; 3181
pdp10ki10_size=8844_sw_DATA19_up_on.png;4402; 3165
pdp10ki10_size=8844_sw_DATA19_up_off.png;4403; 3166
pdp10ki10_size=8844_sw_DATA18_down_on.png;4200; 3181
pdp10ki10_size=8844_sw_DATA18_down_off.png;4202; 3181
pdp10ki10_size=8844_sw_DATA18_up_on.png;4199; 3165
pdp10ki10_size=8844_sw_DATA18_up_off.png;4199; 3165
pdp10ki10_size=8844_sw_DATA17_down_on.png;4000; 3183
pdp10ki10_size=8844_sw_DATA17_down_off.png;3999; 3182
pdp10ki10_size=8844_sw_DATA17_up_on.png;3998; 3167
pdp10ki10_size=8844_sw_DATA17_up_off.png;3998; 3164
pdp10ki10_size=8844_sw_DATA16_down_on.png;3801; 3183
pdp10ki10_size=8844_sw_DATA16_down_off.png;3799; 3185
pdp10ki10_size=8844_sw_DATA16_up_on.png;3799; 3168
pdp10ki10_size=8844_sw_DATA16_up_off.png;3799; 3167
pdp10ki10_size=8844_sw_DATA15_down_on.png;3596; 3179
pdp10ki10_size=8844_sw_DATA15_down_off.png;3600; 3180
pdp10ki10_size=8844_sw_DATA15_up_on.png;3598; 3166
pdp10ki10_size=8844_sw_DATA15_up_off.png;3600; 3165
pdp10ki10_size=8844_sw_DATA14_down_on.png;3405; 3181
pdp10ki10_size=8844_sw_DATA14_down_off.png;3403; 3184
pdp10ki10_size=8844_sw_DATA14_up_on.png;3399; 3169
pdp10ki10_size=8844_sw_DATA14_up_off.png;3401; 3167
pdp10ki10_size=8844_sw_DATA13_down_on.png;3200; 3182
pdp10ki10_size=8844_sw_DATA13_down_off.png;3204; 3183
pdp10ki10_size=8844_sw_DATA13_up_on.png;3202; 3168
pdp10ki10_size=8844_sw_DATA13_up_off.png;3203; 3166
pdp10ki10_size=8844_sw_DATA12_down_on.png;3004; 3183
pdp10ki10_size=8844_sw_DATA12_down_off.png;3005; 3184
pdp10ki10_size=8844_sw_DATA12_up_on.png;3000; 3164
pdp10ki10_size=8844_sw_DATA12_up_off.png;3000; 3165
pdp10ki10_size=8844_sw_DATA11_down_on.png;2806; 3184
pdp10ki10_size=8844_sw_DATA11_down_off.png;2807; 3185
pdp10ki10_size=8844_sw_DATA11_up_on.png;2799; 3170
pdp10ki10_size=8844_sw_DATA11_up_off.png;2798; 3168
pdp10ki10_size=8844_sw_DATA10_down_on.png;2608; 3180
pdp10ki10_size=8844_sw_DATA10_down_off.png;2610; 3181
pdp10ki10_size=8844_sw_DATA10_up_on.png;2606; 3165
pdp10ki10_size=8844_sw_DATA10_up_off.png;2604; 3166
pdp10ki10_size=8844_sw_DATA09_down_on.png;2411; 3180
pdp10ki10_size=8844_sw_DATA09_down_off.png;2411; 3181
pdp10ki10_size=8844_sw_DATA09_up_on.png;2410; 3166
pdp10ki10_size=8844_sw_DATA09_up_off.png;2406; 3164
pdp10ki10_size=8844_sw_DATA08_down_on.png;2210; 3182
pdp10ki10_size=8844_sw_DATA08_down_off.png;2211; 3182
pdp10ki10_size=8844_sw_DATA08_up_on.png;2209; 3166
pdp10ki10_size=8844_sw_DATA08_up_off.png;2207; 3166
pdp10ki10_size=8844_sw_DATA07_down_on.png;2014; 3181
pdp10ki10_size=8844_sw_DATA07_down_off.png;2015; 3180
pdp10ki10_size=8844_sw_DATA07_up_on.png;2010; 3168
pdp10ki10_size=8844_sw_DATA07_up_off.png;2009; 3168
pdp10ki10_size=8844_sw_DATA06_down_on.png;1817; 3184
pdp10ki10_size=8844_sw_DATA06_down_off.png;1814; 3184
pdp10ki10_size=8844_sw_DATA06_up_on.png;1809; 3169
pdp10ki10_size=8844_sw_DATA06_up_off.png;1809; 3168
pdp10ki10_size=8844_sw_DATA05_down_on.png;1612; 3183
pdp10ki10_size=8844_sw_DATA05_down_off.png;1615; 3182
pdp10ki10_size=8844_sw_DATA05_up_on.png;1605; 3169
pdp10ki10_size=8844_sw_DATA05_up_off.png;1608; 3166
pdp10ki10_size=8844_sw_DATA04_down_on.png;1414; 3180
pdp10ki10_size=8844_sw_DATA04_down_off.png;1414; 3182
pdp10ki10_size=8844_sw_DATA04_up_on.png;1410; 3166
pdp10ki10_size=8844_sw_DATA04_up_off.png;1407; 3168
pdp10ki10_size=8844_sw_DATA03_down_on.png;1211; 3183
pdp10ki10_size=8844_sw_DATA03_down_off.png;1213; 3184
pdp10ki10_size=8844_sw_DATA03_up_on.png;1209; 3167
pdp10ki10_size=8844_sw_DATA03_up_off.png;1207; 3167
pdp10ki10_size=8844_sw_DATA02_down_on.png;1018; 3186
pdp10ki10_size=8844_sw_DATA02_down_off.png;1019; 3186
pdp10ki10_size=8844_sw_DATA02_up_on.png;1009; 3168
pdp10ki10_size=8844_sw_DATA02_up_off.png;1011; 3167
pdp10ki10_size=8844_sw_DATA01_down_on.png;825; 3188
pdp10ki10_size=8844_sw_DATA01_down_off.png;822; 3189
pdp10ki10_size=8844_sw_DATA01_up_on.png;808; 3169
pdp10ki10_size=8844_sw_DATA01_up_off.png;810; 3170
pdp10ki10_size=8844_sw_DATA00_down_on.png;617; 3186
pdp10ki10_size=8844_sw_DATA00_down_off.png;623; 3185
pdp10ki10_size=8844_sw_DATA00_up_on.png;607; 3170
pdp10ki10_size=8844_sw_DATA00_up_off.png;609; 3170
pdp10ki10_size=8844_sw_ADDRESS_LOAD_down_on.png;8071; 2815
pdp10ki10_size=8844_sw_ADDRESS_LOAD_down_off.png;8072; 2817
pdp10ki10_size=8844_sw_ADDRESS_LOAD_up_on.png;8069; 2798
pdp10ki10_size=8844_sw_ADDRESS_LOAD_up_off.png;8073; 2800
pdp10ki10_size=8844_sw_ADDRESS_CLEAR_down_on.png;7859; 2818
pdp10ki10_size=8844_sw_ADDRESS_CLEAR_down_off.png;7861; 2819
pdp10ki10_size=8844_sw_ADDRESS_CLEAR_up_on.png;7868; 2802
pdp10ki10_size=8844_sw_ADDRESS_CLEAR_up_off.png;7871; 2802
pdp10ki10_size=8844_sw_ADDRESS35_down_on.png;7585; 2814
pdp10ki10_size=8844_sw_ADDRESS35_down_off.png;7587; 2815
pdp10ki10_size=8844_sw_ADDRESS35_up_on.png;7585; 2797
pdp10ki10_size=8844_sw_ADDRESS35_up_off.png;7587; 2797
pdp10ki10_size=8844_sw_ADDRESS34_down_on.png;7388; 2818
pdp10ki10_size=8844_sw_ADDRESS34_down_off.png;7390; 2819
pdp10ki10_size=8844_sw_ADDRESS34_up_on.png;7388; 2801
pdp10ki10_size=8844_sw_ADDRESS34_up_off.png;7390; 2802
pdp10ki10_size=8844_sw_ADDRESS33_down_on.png;7190; 2813
pdp10ki10_size=8844_sw_ADDRESS33_down_off.png;7190; 2815
pdp10ki10_size=8844_sw_ADDRESS33_up_on.png;7190; 2798
pdp10ki10_size=8844_sw_ADDRESS33_up_off.png;7191; 2800
pdp10ki10_size=8844_sw_ADDRESS32_down_on.png;6990; 2815
pdp10ki10_size=8844_sw_ADDRESS32_down_off.png;6996; 2817
pdp10ki10_size=8844_sw_ADDRESS32_up_on.png;6992; 2801
pdp10ki10_size=8844_sw_ADDRESS32_up_off.png;6993; 2801
pdp10ki10_size=8844_sw_ADDRESS31_down_on.png;6791; 2817
pdp10ki10_size=8844_sw_ADDRESS31_down_off.png;6792; 2818
pdp10ki10_size=8844_sw_ADDRESS31_up_on.png;6791; 2799
pdp10ki10_size=8844_sw_ADDRESS31_up_off.png;6794; 2800
pdp10ki10_size=8844_sw_ADDRESS30_down_on.png;6591; 2814
pdp10ki10_size=8844_sw_ADDRESS30_down_off.png;6593; 2815
pdp10ki10_size=8844_sw_ADDRESS30_up_on.png;6591; 2798
pdp10ki10_size=8844_sw_ADDRESS30_up_off.png;6592; 2798
pdp10ki10_size=8844_sw_ADDRESS29_down_on.png;6391; 2818
pdp10ki10_size=8844_sw_ADDRESS29_down_off.png;6393; 2817
pdp10ki10_size=8844_sw_ADDRESS29_up_on.png;6393; 2801
pdp10ki10_size=8844_sw_ADDRESS29_up_off.png;6397; 2803
pdp10ki10_size=8844_sw_ADDRESS28_down_on.png;6194; 2810
pdp10ki10_size=8844_sw_ADDRESS28_down_off.png;6191; 2813
pdp10ki10_size=8844_sw_ADDRESS28_up_on.png;6192; 2796
pdp10ki10_size=8844_sw_ADDRESS28_up_off.png;6192; 2797
pdp10ki10_size=8844_sw_ADDRESS27_down_on.png;5993; 2810
pdp10ki10_size=8844_sw_ADDRESS27_down_off.png;5995; 2811
pdp10ki10_size=8844_sw_ADDRESS27_up_on.png;5992; 2796
pdp10ki10_size=8844_sw_ADDRESS27_up_off.png;5996; 2798
pdp10ki10_size=8844_sw_ADDRESS26_down_on.png;5797; 2816
pdp10ki10_size=8844_sw_ADDRESS26_down_off.png;5797; 2817
pdp10ki10_size=8844_sw_ADDRESS26_up_on.png;5799; 2799
pdp10ki10_size=8844_sw_ADDRESS26_up_off.png;5798; 2799
pdp10ki10_size=8844_sw_ADDRESS25_down_on.png;5596; 2819
pdp10ki10_size=8844_sw_ADDRESS25_down_off.png;5598; 2819
pdp10ki10_size=8844_sw_ADDRESS25_up_on.png;5597; 2803
pdp10ki10_size=8844_sw_ADDRESS25_up_off.png;5599; 2802
pdp10ki10_size=8844_sw_ADDRESS24_down_on.png;5399; 2816
pdp10ki10_size=8844_sw_ADDRESS24_down_off.png;5400; 2818
pdp10ki10_size=8844_sw_ADDRESS24_up_on.png;5397; 2803
pdp10ki10_size=8844_sw_ADDRESS24_up_off.png;5400; 2802
pdp10ki10_size=8844_sw_ADDRESS23_down_on.png;5197; 2813
pdp10ki10_size=8844_sw_ADDRESS23_down_off.png;5200; 2815
pdp10ki10_size=8844_sw_ADDRESS23_up_on.png;5197; 2801
pdp10ki10_size=8844_sw_ADDRESS23_up_off.png;5199; 2801
pdp10ki10_size=8844_sw_ADDRESS22_down_on.png;5000; 2812
pdp10ki10_size=8844_sw_ADDRESS22_down_off.png;5001; 2814
pdp10ki10_size=8844_sw_ADDRESS22_up_on.png;4997; 2799
pdp10ki10_size=8844_sw_ADDRESS22_up_off.png;4999; 2800
pdp10ki10_size=8844_sw_ADDRESS21_down_on.png;4800; 2815
pdp10ki10_size=8844_sw_ADDRESS21_down_off.png;4803; 2816
pdp10ki10_size=8844_sw_ADDRESS21_up_on.png;4799; 2800
pdp10ki10_size=8844_sw_ADDRESS21_up_off.png;4803; 2800
pdp10ki10_size=8844_sw_ADDRESS20_down_on.png;4603; 2813
pdp10ki10_size=8844_sw_ADDRESS20_down_off.png;4605; 2815
pdp10ki10_size=8844_sw_ADDRESS20_up_on.png;4602; 2799
pdp10ki10_size=8844_sw_ADDRESS20_up_off.png;4604; 2801
pdp10ki10_size=8844_sw_ADDRESS19_down_on.png;4407; 2816
pdp10ki10_size=8844_sw_ADDRESS19_down_off.png;4407; 2814
pdp10ki10_size=8844_sw_ADDRESS19_up_on.png;4401; 2801
pdp10ki10_size=8844_sw_ADDRESS19_up_off.png;4404; 2803
pdp10ki10_size=8844_sw_ADDRESS18_down_on.png;4207; 2815
pdp10ki10_size=8844_sw_ADDRESS18_down_off.png;4208; 2816
pdp10ki10_size=8844_sw_ADDRESS18_up_on.png;4203; 2799
pdp10ki10_size=8844_sw_ADDRESS18_up_off.png;4202; 2800
pdp10ki10_size=8844_sw_ADDRESS17_down_on.png;4006; 2815
pdp10ki10_size=8844_sw_ADDRESS17_down_off.png;4007; 2815
pdp10ki10_size=8844_sw_ADDRESS17_up_on.png;4001; 2799
pdp10ki10_size=8844_sw_ADDRESS17_up_off.png;4005; 2800
pdp10ki10_size=8844_sw_ADDRESS16_down_on.png;3810; 2813
pdp10ki10_size=8844_sw_ADDRESS16_down_off.png;3809; 2815
pdp10ki10_size=8844_sw_ADDRESS16_up_on.png;3804; 2799
pdp10ki10_size=8844_sw_ADDRESS16_up_off.png;3804; 2799
pdp10ki10_size=8844_sw_ADDRESS15_down_on.png;3607; 2813
pdp10ki10_size=8844_sw_ADDRESS15_down_off.png;3606; 2814
pdp10ki10_size=8844_sw_ADDRESS15_up_on.png;3604; 2799
pdp10ki10_size=8844_sw_ADDRESS15_up_off.png;3609; 2799
pdp10ki10_size=8844_sw_ADDRESS14_down_on.png;3405; 2813
pdp10ki10_size=8844_sw_ADDRESS14_down_off.png;3409; 2814
pdp10ki10_size=8844_sw_ADDRESS14_up_on.png;3402; 2797
pdp10ki10_size=8844_sw_ADDRESS14_up_off.png;3405; 2799
pdp10ki10_size=8844_sw_PAGING_USER_down_on.png;3011; 2816
pdp10ki10_size=8844_sw_PAGING_USER_down_off.png;3014; 2817
pdp10ki10_size=8844_sw_PAGING_USER_up_on.png;3011; 2804
pdp10ki10_size=8844_sw_PAGING_USER_up_off.png;3010; 2805
pdp10ki10_size=8844_sw_PAGING_EXEC_down_on.png;2808; 2813
pdp10ki10_size=8844_sw_PAGING_EXEC_down_off.png;2811; 2815
pdp10ki10_size=8844_sw_PAGING_EXEC_up_on.png;2809; 2797
pdp10ki10_size=8844_sw_PAGING_EXEC_up_off.png;2808; 2799
pdp10ki10_size=8844_led_DATA35_on.png;7639; 2571
pdp10ki10_size=8844_led_DATA34_on.png;7431; 2571
pdp10ki10_size=8844_led_DATA33_on.png;7241; 2572
pdp10ki10_size=8844_led_DATA32_on.png;7045; 2576
pdp10ki10_size=8844_led_DATA31_on.png;6839; 2579
pdp10ki10_size=8844_led_DATA30_on.png;6647; 2583
pdp10ki10_size=8844_led_DATA29_on.png;6439; 2574
pdp10ki10_size=8844_led_DATA28_on.png;6247; 2575
pdp10ki10_size=8844_led_DATA27_on.png;6055; 2573
pdp10ki10_size=8844_led_DATA26_on.png;5847; 2576
pdp10ki10_size=8844_led_DATA25_on.png;5655; 2576
pdp10ki10_size=8844_led_DATA24_on.png;5463; 2575
pdp10ki10_size=8844_led_DATA23_on.png;5255; 2573
pdp10ki10_size=8844_led_DATA22_on.png;5063; 2586
pdp10ki10_size=8844_led_DATA21_on.png;4855; 2573
pdp10ki10_size=8844_led_DATA20_on.png;4663; 2573
pdp10ki10_size=8844_led_DATA19_on.png;4471; 2574
pdp10ki10_size=8844_led_DATA18_on.png;4263; 2576
pdp10ki10_size=8844_led_DATA17_on.png;4071; 2577
pdp10ki10_size=8844_led_DATA16_on.png;3879; 2575
pdp10ki10_size=8844_led_DATA15_on.png;3671; 2576
pdp10ki10_size=8844_led_DATA14_on.png;3463; 2579
pdp10ki10_size=8844_led_DATA13_on.png;3271; 2591
pdp10ki10_size=8844_led_DATA12_on.png;3079; 2591
pdp10ki10_size=8844_led_DATA11_on.png;2871; 2578
pdp10ki10_size=8844_led_DATA10_on.png;2679; 2577
pdp10ki10_size=8844_led_DATA09_on.png;2487; 2580
pdp10ki10_size=8844_led_DATA08_on.png;2297; 2580
pdp10ki10_size=8844_led_DATA07_on.png;2087; 2577
pdp10ki10_size=8844_led_DATA06_on.png;1895; 2579
pdp10ki10_size=8844_led_DATA05_on.png;1703; 2578
pdp10ki10_size=8844_led_DATA04_on.png;1495; 2580
pdp10ki10_size=8844_led_DATA03_on.png;1303; 2579
pdp10ki10_size=8844_led_DATA02_on.png;1113; 2578
pdp10ki10_size=8844_led_DATA01_on.png;903; 2576
pdp10ki10_size=8844_led_DATA00_on.png;711; 2579
pdp10ki10_size=8844_led_PROGRAM_DATA_on.png;4387; 2466
pdp10ki10_size=8844_led_MEMORY_DATA_on.png;3991; 2459
pdp10ki10_size=8844_led_INSTRUCTION35_on.png;7622; 2339
pdp10ki10_size=8844_led_INSTRUCTION34_on.png;7430; 2337
pdp10ki10_size=8844_led_INSTRUCTION33_on.png;7222; 2340
pdp10ki10_size=8844_led_INSTRUCTION32_on.png;7030; 2340
pdp10ki10_size=8844_led_INSTRUCTION31_on.png;6838; 2343
pdp10ki10_size=8844_led_INSTRUCTION30_on.png;6630; 2343
pdp10ki10_size=8844_led_INSTRUCTION29_on.png;6438; 2344
pdp10ki10_size=8844_led_INSTRUCTION28_on.png;6230; 2338
pdp10ki10_size=8844_led_INSTRUCTION27_on.png;6038; 2345
pdp10ki10_size=8844_led_INSTRUCTION26_on.png;5846; 2346
